Date,Close,High,Low,Open,Volume
2005-01-03,47.60928726196289,47.63166055868085,47.4470840612102,47.49742077837309,323400
2005-01-04,47.31281661987305,47.60925942762078,47.30722649941429,47.60925942762078,1181000
2005-01-05,47.39116287231445,47.4694672935819,47.32404296811196,47.363195178745684,369000
2005-01-06,47.435909271240234,47.48625027052208,47.34082593259498,47.34082593259498,389100
2005-01-07,47.3967399597168,47.54216424518465,47.37436666447022,47.508606435949666,182400
2005-01-10,47.39116287231445,47.45268411707809,47.34082187734486,47.4359052078452,226300
2005-01-11,47.486263275146484,47.51422671149779,47.38558551628238,47.43033213517142,483900
2005-01-12,47.558929443359375,47.59248724292304,47.430288366853006,47.469440555433444,100600
2005-01-13,47.74909973144531,47.7602842420855,47.52537111322541,47.60926987846643,101600
2005-01-14,47.721153259277344,47.7882731547492,47.598102251214115,47.63725445675511,510300
2005-01-18,47.7043571472168,47.721136048215705,47.55893289311153,47.62045837495342,215100
2005-01-19,47.732295989990234,47.74907914961897,47.631622635817536,47.70992697835183,95500
2005-01-20,47.81626892089844,47.8218633161228,47.6652543880267,47.69881222482637,151800
2005-01-21,47.911319732666016,47.91690985631901,47.76030104863596,47.793858859633765,324700
2005-01-24,47.90574645996094,47.950493072530236,47.83303214771786,47.91134085335006,217000
2005-01-25,47.72673416137695,47.911310621303656,47.687581966901824,47.87774854941843,270900
2005-01-26,47.73793029785156,47.80505019069633,47.709966876285556,47.76030359546649,674400
2005-01-27,47.66518783569336,47.66518783569335,47.62044127092219,47.65959344828014,60300
2005-01-28,47.911319732666016,47.92250424724197,47.78826873598077,47.78826873598077,103200
2005-01-31,47.928104400634766,47.93369452495987,47.80505338915491,47.87216901921994,74900
2005-02-01,47.89502716064453,47.962347872978356,47.850143832215466,47.92307603068036,115300
2005-02-02,47.90060043334961,47.923042081666324,47.8108381203895,47.917434879817215,220900
2005-02-03,47.82207489013672,47.82207489013671,47.721089574673414,47.721089574673414,65000
2005-02-04,48.06892013549805,48.192347085428295,48.02403683001294,48.02403683001294,414100
2005-02-07,48.16428756713867,48.181117734388515,48.05769508112069,48.09696689813932,149600
2005-02-08,48.20915222167969,48.270865664599306,48.09133681618916,48.153050259108774,120800
2005-02-09,48.44478225708008,48.444782257080085,48.19793276965895,48.19793276965895,325200
2005-02-10,48.14183807373047,48.35503157164537,48.14183807373046,48.34380860843599,175800
2005-02-11,48.08014678955078,48.17552489958958,48.04648644501256,48.11941861828147,176400
2005-02-14,48.14183807373047,48.17550268305227,48.02963412347465,48.06329445249013,129200
2005-02-15,48.06892013549805,48.13624509372571,48.03525979653802,48.08013882171553,130000
2005-02-16,47.89502716064453,48.080163399872326,47.850143832215466,48.040891557574334,64900
2005-02-17,47.78843688964844,47.866980585032735,47.75477652885814,47.77721819615513,128000
2005-02-18,47.54711151123047,47.65931537199716,47.502228254802624,47.5751646165736,243900
2005-02-22,47.552730560302734,47.614443977642075,47.50784729672801,47.57517219209009,104700
2005-02-23,47.5920295715332,47.71545647681996,47.49665579210473,47.70423351435422,258300
2005-02-24,47.513450622558594,47.69297936575096,47.49100899462169,47.69297936575096,142500
2005-02-25,47.5807991027832,47.6200709046057,47.47981385805316,47.54713878130831,425500
2005-02-28,47.272274017333984,47.56400702440638,47.210560525015225,47.491074842715484,397900
2005-03-01,47.272857666015625,47.32911392809604,47.19409804068751,47.24473168101425,300500
2005-03-02,47.26720428466797,47.31783789664216,47.216574964769045,47.23907831541588,149600
2005-03-03,47.239044189453125,47.35718347594753,47.22216776167851,47.32905323494174,598500
2005-03-04,47.45284652709961,47.509102749165436,47.36846004796356,47.390963395204814,179400
2005-03-07,47.464080810546875,47.537213439923605,47.458453903033934,47.47533033349988,163100
2005-03-08,47.239044189453125,47.345933954788514,47.22216776167851,47.340307048172924,696200
2005-03-09,46.8790168762207,47.087165285696535,46.8340101906845,47.087165285696535,262300
2005-03-10,46.96339797973633,47.05903395653271,46.81150150640253,46.9183912993357,262300
2005-03-11,46.76649856567383,46.91839505115399,46.755249040710744,46.8846378921175,203400
2005-03-14,46.8790168762207,46.8790168762207,46.70461704278637,46.7158708602073,192300
2005-03-15,46.78899002075195,46.96901241894127,46.7327338260814,46.96901241894127,99600
2005-03-16,46.895877838134766,47.07590022881183,46.850871167447416,46.89025093128076,223700
2005-03-17,47.07588195800781,47.14339193783728,47.0027493655789,47.081508862677936,342100
2005-03-18,46.957759857177734,46.99713962010525,46.90712628080105,46.9858858066561,200300
2005-03-21,46.90151596069336,46.94651835006992,46.87901261996839,46.929641917544544,448200
2005-03-22,46.55833435058594,47.0646486434364,46.558334350585945,47.01964197472254,302800
2005-03-23,46.665225982666016,46.70460574997002,46.45707762351886,46.45707762351886,355900
2005-03-24,46.70457077026367,46.74957741120957,46.64831461511606,46.68769435292634,132000
2005-03-28,46.5527229309082,46.60897913947948,46.52459268058577,46.592102706115455,68500
2005-03-29,46.74399948120117,46.74962639023203,46.64274087108974,46.64274087108974,349300
2005-03-30,46.85089874267578,46.85652565284165,46.704629122887546,46.71588294321926,244500
2005-03-31,47.081520080566406,47.081520080566406,46.95212699474772,47.042140322634054,675000
2005-04-01,47.17692184448242,47.2615905464196,46.89469570897788,47.23901193880775,367200
2005-04-04,47.154380798339844,47.29549397849776,47.11486928015293,47.12615643973526,135900
2005-04-05,47.159976959228516,47.21642131067381,47.0978868807103,47.159976959228516,75100
2005-04-06,47.301116943359375,47.301116943359375,47.23902682946204,47.26160544419111,51200
2005-04-07,47.12047576904297,47.413989044489654,47.109184312432184,47.31803319544256,196500
2005-04-08,47.17127227783203,47.1769180058829,47.02451349351072,47.103536460507875,86300
2005-04-11,47.31243133544922,47.312431335449226,47.12616088652065,47.16003098132861,41900
2005-04-12,47.560787200927734,47.566428627473556,47.205179232647055,47.24469075063019,146100
2005-04-13,47.583343505859375,47.65672077442729,47.47045043141204,47.622855005308324,171500
2005-04-14,47.70752716064453,47.70752716064453,47.55512686847734,47.62850414893841,194700
2005-04-15,48.01796340942383,48.01796340942383,47.70187145721524,47.82040593929346,177900
2005-04-18,47.916358947753906,48.06876349163052,47.90507179574767,48.05182630397676,326100
2005-04-19,48.19293975830078,48.19293975830078,47.94458365439616,47.9558708064888,107600
2005-04-20,48.164703369140625,48.1929233930041,47.91069731580031,47.91069731580031,229300
2005-04-21,47.820438385009766,48.074440403739665,47.814792651624074,47.97848446834684,565200
2005-04-22,48.02360916137695,48.05747492586371,47.910716102371325,47.98409766733245,74800
2005-04-25,48.02360916137695,48.046187773178076,47.9784519377747,48.017963431819204,79100
2005-04-26,48.00106430053711,48.091374504811505,47.899462629207854,48.085733077716974,119600
2005-04-27,48.14777374267578,48.23243812640775,48.08003792926174,48.136482287225874,123700
2005-04-28,48.44131851196289,48.44131851196289,48.187316582613946,48.22118235814547,103300
2005-04-29,48.26630783081055,48.4751523843824,48.24937495418888,48.31710646067556,174200
2005-05-02,48.31560516357422,48.34391360181465,48.20235845085135,48.30427833234174,141400
2005-05-03,48.37785720825195,48.41749245104293,48.230638740777955,48.349544469150906,259200
2005-05-04,48.3665771484375,48.411875846829766,48.2420078878196,48.270320654295176,114500
2005-05-05,48.519439697265625,48.581724302570244,48.33258588135176,48.42317892184581,108000
2005-05-06,48.17402648925781,48.28726882676413,48.123064413437184,48.23064765801097,591000
2005-05-09,48.168357849121094,48.179680353675685,48.10040986204014,48.14570852009411,32900
2005-05-10,48.33820724487305,48.34952974511491,48.219301552710824,48.22496064287368,101300
2005-05-11,48.40053939819336,48.52510430302871,48.36656322421972,48.42884783659759,408600
2005-05-12,48.445823669433594,48.47979983632795,48.24198394774547,48.298609452596224,546800
2005-05-13,48.570396423339844,48.6383444421825,48.485462479766475,48.55907391349264,214400
2005-05-16,48.57603073120117,48.64963780090176,48.55338140515855,48.638315297839064,111900
2005-05-17,48.63832473754883,48.70060931627489,48.62133881969955,48.655310655398104,112800
2005-05-18,48.796878814697266,48.86482682423148,48.72893080516306,48.82519156531633,93000
2005-05-19,48.64963150024414,48.825162674361934,48.64963150024414,48.774200617386875,116200
2005-05-20,48.64396667480469,48.67793849550537,48.598668033926344,48.649625764977365,70400
2005-05-23,48.864810943603516,48.90444618963756,48.7062656395495,48.7232558763508,163800
2005-05-24,48.99506759643555,49.02338035427056,48.87616178938509,48.99506759643555,188900
2005-05-25,48.81949996948242,49.0912832108902,48.81383655864404,49.0912832108902,150000
2005-05-26,48.84783172607422,48.938429063113794,48.791210550383894,48.81952329818846,181400
2005-05-27,48.89879608154297,48.93276792455283,48.8195255679073,48.887469253927016,69600
2005-05-31,49.153621673583984,49.153621673583984,49.04037925213209,49.04037925213209,122600
2005-06-01,49.45684814453125,49.485242907504954,49.21263065087019,49.24670609967611,781400
2005-06-02,49.439849853515625,49.51368149584805,49.388732306441526,49.41713142516015,154500
2005-06-03,49.155853271484375,49.689720925163975,49.15585327148437,49.68404457052244,245300
2005-06-06,49.28647994995117,49.32055541100525,49.144493084765514,49.195610609441886,311700
2005-06-07,49.428470611572266,49.46822676355398,49.28648373548107,49.42278992326185,111200
2005-06-08,49.337608337402344,49.428477697918545,49.32056627002786,49.4171206527651,104600
2005-06-09,49.309200286865234,49.32623801805517,49.104738846395115,49.218330942820415,783400
2005-06-10,48.9968147277832,49.15584362152487,48.991138374256,49.15584362152487,200900
2005-06-13,48.86623764038086,48.94006930716984,48.82648146086393,48.917350871288946,276400
2005-06-14,48.80939865112305,48.86051183483793,48.735562719408776,48.86051183483793,301500
2005-06-15,48.79235076904297,48.79235076904297,48.67307803234093,48.72987622432998,116700
2005-06-16,48.945743560791016,48.95142425228862,48.712882873467656,48.76968112224761,215700
2005-06-17,48.88893508911133,48.945728987883676,48.809422764210694,48.860535973176795,149000
2005-06-20,48.8150749206543,48.8150749206543,48.695806492431146,48.74124332216223,178800
2005-06-21,48.96843338012695,48.985471111566135,48.83780355060077,48.87188334657461,217900
2005-06-22,49.337608337402344,49.38304085111234,49.099067058217855,49.20129779698372,487300
2005-06-23,49.28647994995117,49.30919836835231,49.195610609441886,49.269442219424135,169200
2005-06-24,49.40575408935547,49.43983388743153,49.34896020335636,49.40575408935547,67500
2005-06-27,49.44548416137695,49.490920979447544,49.40005167639983,49.44548416137696,880800
2005-06-28,49.23539352416992,49.38305682440851,49.21835578438066,49.38305682440851,168000
2005-06-29,49.21836471557617,49.36602804260985,49.14452871896094,49.36602804260985,350300
2005-06-30,49.38869094848633,49.41140935781747,49.184229597599604,49.21830937814307,299500
2005-07-01,48.9637565612793,49.299868389668724,48.90109171778792,49.27138278942996,270000
2005-07-05,48.764339447021484,48.895367040145274,48.741551850552575,48.81561262564892,142200
2005-07-06,48.86687088012695,48.889658471663196,48.781418498438235,48.83838965042317,299700
2005-07-07,48.9808235168457,49.111846774584514,48.96942754451799,49.089059176219074,209900
2005-07-08,48.80420684814453,49.02638043621345,48.73584841876255,49.02638043621345,157300
2005-07-11,48.78141784667969,48.80420543791146,48.62190905434586,48.66748423680942,171300
2005-07-12,48.65609359741211,48.75863124059391,48.65039561291689,48.707362419003005,123700
2005-07-13,48.61054992675781,48.66751676977379,48.58206433210406,48.656125139687205,108300
2005-07-14,48.54786682128906,48.65040883863583,48.5079896115592,48.63901286654737,236000
2005-07-15,48.55928421020508,48.59346779831669,48.50231735840865,48.513713336543255,318800
2005-07-18,48.479530334472656,48.58777039659885,48.439653103103886,48.5421951760939,182700
2005-07-19,48.54786682128906,48.60483364286174,48.45671642974087,48.49089999971639,156600
2005-07-20,48.6390380859375,48.690311294341036,48.38268508279623,48.559283625125005,341100
2005-07-21,48.2801399230957,48.47382807373523,48.26874829211944,48.462436442758964,509200
2005-07-22,48.50798034667969,48.53646157888125,48.365561146804694,48.42252795749688,368100
2005-07-25,48.42256546020508,48.54219715919873,48.39977784902166,48.46814068257193,125600
2005-07-26,48.456729888916016,48.47951749313247,48.42255065573688,48.433942284699555,90800
2005-07-27,48.38835525512695,48.422534476886185,48.342780061921545,48.36556765852425,64600
2005-07-28,48.599143981933594,48.616233596703886,48.428243487940016,48.428243487940016,142900
2005-07-29,48.30862045288086,48.50230858320442,48.28013485899026,48.462431359532424,205800
2005-08-01,48.21202850341797,48.26917797295025,48.12058586398629,48.26917797295025,109700
2005-08-02,48.16632843017578,48.28063177988531,48.154900275318305,48.206333512517375,337600
2005-08-03,48.286319732666016,48.32061290068683,48.21774211707397,48.240602775679584,129600
2005-08-04,48.252044677734375,48.34348297799391,48.20060709115473,48.2920497516403,179300
2005-08-05,47.994873046875,48.05202253340127,47.954867970283985,48.05202253340127,160100
2005-08-08,47.86912536621094,48.00628495951803,47.863409111424225,47.97770804580933,146800
2005-08-09,48.006290435791016,48.00629043579101,47.84055390986897,47.8977033835808,293300
2005-08-10,47.9834098815918,48.08628063571569,47.93197668464162,48.0691362367323,91900
2005-08-11,48.18918228149414,48.200610434734564,47.98344064135576,48.04630638474395,278200
2005-08-12,48.38347625732422,48.44633761513666,48.194879103213125,48.217739760701555,130600
2005-08-15,48.32061004638672,48.400620166667764,48.31489379201677,48.400620166667764,147200
2005-08-16,48.54920959472656,48.56064210386588,48.452055068165784,48.46919947165008,214800
2005-08-17,48.360633850097656,48.503509743150175,48.31491251786656,48.463504667504516,138400
2005-08-18,48.617820739746094,48.62353699774553,48.44636788158151,48.46351665557981,247800
2005-08-19,48.58926010131836,48.61212078075368,48.48067732428656,48.49782174380586,76000
2005-08-22,48.62922286987305,48.66351603928915,48.44063005909687,48.526356442299665,1267300
2005-08-23,48.720680236816406,48.74925715993145,48.59494875147229,48.63495382769757,90400
2005-08-24,48.743526458740234,48.79495967283419,48.66351632999965,48.78353152311053,80500
2005-08-25,48.77210998535156,48.80640316268741,48.692099838611206,48.7492536807623,202000
2005-08-26,48.69208526611328,48.82353295940494,48.640652055841336,48.800672301431405,100500
2005-08-29,48.72636795043945,48.79494554938194,48.6692184979128,48.789233656285894,176500
2005-08-30,48.95496368408203,49.02925752657602,48.77779473625304,48.82351603635234,168900
2005-08-31,49.275020599365234,49.292165002599766,49.06356278561525,49.069279040101634,290100
2005-09-01,49.323211669921875,49.42067599387124,49.2200128639378,49.24868089998322,242800
2005-09-02,49.334651947021484,49.39771809034736,49.25438674172048,49.288784865670735,71800
2005-09-06,49.17985534667969,49.32892118523888,49.13398826187287,49.32318670610654,142800
2005-09-07,49.01933670043945,49.1282699594944,48.95627053721048,49.1168009984744,125000
2005-09-08,49.01933670043945,49.10533641158142,48.99066867201646,49.09386745056142,264600
2005-09-09,49.059478759765625,49.15694307656258,49.01934613672406,49.09961138280718,79400
2005-09-12,48.90468215942383,48.96201385248781,48.81868243276397,48.95054488939833,103600
2005-09-13,49.05374526977539,49.105346857087866,49.007882538320665,49.01361264592254,120800
2005-09-14,48.950523376464844,49.0881246282983,48.92185972959395,49.07092119122471,108000
2005-09-15,48.80146789550781,48.96773281458811,48.74413184648767,48.96773281458811,97600
2005-09-16,48.612281799316406,48.761347691265755,48.57788366045406,48.73841414064835,224800
2005-09-19,48.70973587036133,48.738403896139125,48.5836035555416,48.623736167154554,203400
2005-09-20,48.66959762573242,48.726929296525846,48.532000741002996,48.692531168875014,124000
2005-09-21,48.89321517944336,48.927613321851375,48.84161796583134,48.876016108239355,101500
2005-09-22,48.9276008605957,48.95053440773615,48.85880459330124,48.921870754405745,124700
2005-09-23,48.65814208984375,48.84160609497589,48.65814208984375,48.84160609497589,101200
2005-09-26,48.53203201293945,48.58936372067494,48.48043041408727,48.5148329380317,69300
2005-09-27,48.56071853637695,48.64671832552316,48.44032058122467,48.5664530220883,93400
2005-09-28,48.65814208984375,48.68680574350779,48.49187715173542,48.526275285783036,71000
2005-09-29,48.54920959472656,48.58360772931374,48.50907697966586,48.57214314249368,116200
2005-09-30,48.41164016723633,48.57790520234716,48.382972122719835,48.54923715783067,145900
2005-10-03,48.225791931152344,48.40986406030681,48.202787303529135,48.40986406030681,138400
2005-10-04,48.248844146728516,48.352382617820155,48.225835109983144,48.317871256964615,151200
2005-10-05,48.363868713378906,48.4156357325944,48.28333931336159,48.34085968644208,130300
2005-10-06,48.30058288574219,48.38111226558457,48.271820512146164,48.34660092808699,218100
2005-10-07,48.363868713378906,48.40988676725257,48.15679185947061,48.179800886407435,59900
2005-10-10,48.37535095214844,48.5134006679423,48.31783060294444,48.49039603907777,42900
2005-10-11,48.283321380615234,48.35809739899525,48.220047677170015,48.34084173233229,105800
2005-10-12,48.09922790527344,48.27754221681522,48.06471220188015,48.27178886816314,139500
2005-10-13,48.02451705932617,48.059032812684954,47.94398761569824,48.00726137690955,303100
2005-10-14,48.02451705932617,48.13956225631289,47.886467211467654,48.12805554235145,134300
2005-10-17,47.966949462890625,48.081990158169205,47.938187094810374,48.01872084773084,153000
2005-10-18,48.03597640991211,48.04747872400676,47.972702711088544,48.018720744509544,81700
2005-10-19,48.09352111816406,48.18555284310154,48.064758735576675,48.14528814059325,68100
2005-10-20,48.122276306152344,48.13953197771557,47.984222156601,48.030240206451445,111500
2005-10-21,48.33510971069336,48.36387209350538,48.162548579391675,48.1682975451353,92500
2005-10-24,48.12801742553711,48.300582890084634,48.07625041928609,48.28907618523637,343300
2005-10-25,47.90369415283203,48.20855606201741,47.84617378311227,48.16254239935534,190500
2005-10-26,47.719635009765625,47.80591777428881,47.67361695021676,47.77715538993984,148700
2005-10-27,47.828895568847656,47.87491359834391,47.71960384592427,47.811639904916774,245800
2005-10-28,47.77714920043945,47.886440980578385,47.673610774129706,47.85767859995557,784300
2005-10-31,47.81167221069336,47.89220162246415,47.77140750480797,47.777156470988885,123300
2005-11-01,47.781639099121094,47.85667952535052,47.7239187431006,47.85090616861421,144000
2005-11-02,47.68352127075195,47.81627766931464,47.648889932654136,47.70661029741102,85800
2005-11-03,47.51609420776367,47.72966424455789,47.504551904808075,47.72966424455789,201600
2005-11-04,47.49303436279297,47.62002179217707,47.41799833805737,47.55652807748502,156200
2005-11-07,47.579620361328125,47.62002505492044,47.51612664228572,47.608482744086054,132400
2005-11-08,47.816226959228516,47.84508931288862,47.735417653512485,47.735417653512485,71200
2005-11-09,47.56232452392578,47.758574716404496,47.550777804495766,47.70662769031889,124300
2005-11-10,47.833560943603516,47.84510324616273,47.64885327620887,47.677711234496,102700
2005-11-11,47.89130783081055,47.92016580510612,47.79318279140048,47.90862349614401,72600
2005-11-14,47.67774200439453,47.83359181408321,47.59693262299337,47.81050279028559,199700
2005-11-15,47.83937454223633,47.8566946179075,47.677755732896905,47.677755732896905,194100
2005-11-16,48.08177185058594,48.09908750975887,47.90860645129854,47.90860645129854,102500
2005-11-17,48.17415237426758,48.2549617680276,48.00676022896991,48.04139597185397,99900
2005-11-18,48.0587043762207,48.145287114669365,48.029841995477476,48.0587043762207,100000
2005-11-21,48.15107727050781,48.2261177319709,48.099130246833006,48.15107727050781,274600
2005-11-22,48.31842803955078,48.34151705376131,48.14526703864064,48.18567171256426,186700
2005-11-23,48.19149398803711,48.34157054457832,48.139546951417486,48.30116582594615,177200
2005-11-25,48.335784912109375,48.335784912109375,48.2492021359411,48.27229116983816,31400
2005-11-28,48.399253845214844,48.445431889338394,48.31267111342835,48.324217826349575,158300
2005-11-29,48.133724212646484,48.3934679368551,48.12795085768332,48.3934679368551,86300
2005-11-30,48.11064147949219,48.22031321921708,48.047147777944105,48.22031321921708,46100
2005-12-01,48.002342224121094,48.21084696678113,47.927050563243206,48.129762280056006,321100
2005-12-02,48.04286575317383,48.054451800331016,47.95599249340637,48.00811644926684,343200
2005-12-05,47.89806365966797,47.97914830205184,47.840146689219715,47.97914830205184,305700
2005-12-06,48.12396240234375,48.17029776495633,47.96179305198309,47.96179305198309,1021700
2005-12-07,48.095027923583984,48.15294494372061,48.025524848148805,48.129777251908884,73000
